max_dropouts,min_thickness,max_ph_offset,drop_points,chip_run,dropout_run,dropout_run_relaxed,shiner_run,any_defect_run,any_defect_relaxed,SubID,label
0.0,2.48,2.5752,0,0,0,0,0,0,0,260717801246,0
2.0,2.38,4.8634,0,0,0,0,0,0,0,260717801249,0
2.0,2.26,3.2125,0,0,0,0,0,0,0,260717801251,0
3.0,2.24,4.8167,0,0,0,0,0,0,1,260717801316,0
4.0,2.1,3.7039,0,0,0,0,0,0,1,260717801320,0
0.0,2.26,3.9666,0,0,0,0,0,0,0,260717801357,0
2.0,2.34,4.5784,0,0,0,0,0,0,0,260717801411,0
0.0,2.4,5.0582,0,0,0,0,0,0,0,260717801418,0
0.0,2.36,4.983,0,0,0,0,0,0,0,260717801450,0
39.0,2.36,3.5063,1,0,0,0,0,0,0,260717801538,0
2.0,2.36,4.2803,0,0,0,0,0,0,0,260717801539,0
2.0,2.36,7.53,0,0,0,0,0,0,0,260717801543,0
0.0,2.32,2.9127,0,0,0,0,0,0,0,260717801544,0
5.0,2.26,3.6065,0,0,0,0,0,0,0,260717801555,0
2.0,1.32,8.1906,0,1,0,0,0,1,1,260717801561,0
12.0,2.3,3.8559,1,0,0,0,0,0,0,260717801565,0
2.0,2.36,5.4346,0,0,0,0,0,0,0,260717801569,0
7.0,2.4,6.5108,0,0,0,0,0,0,0,260717801577,0
2.0,2.3,3.1082,0,0,0,0,0,0,0,260717801608,0
0.0,2.38,3.2724,0,0,0,0,0,0,0,260717801610,0
0.0,2.2,1.935,0,0,0,0,0,0,1,260717801618,0
0.0,2.46,3.2599,0,0,0,0,0,0,0,260717801624,0
0.0,2.3,6.6613,0,0,0,0,0,0,0,260717801637,0
0.0,2.44,3.3195,0,0,0,0,0,0,0,260717801661,0
2.0,2.28,2.7286,0,0,0,0,0,0,0,260717801665,0
3.0,2.36,5.6213,0,0,0,0,0,0,0,260717801669,0
2.0,2.46,3.8553,0,0,0,0,0,0,0,260717801675,0
2.0,2.32,3.1653,0,0,0,0,0,0,0,260717801679,0
2.0,2.42,5.5991,0,0,0,0,0,0,0,260717801692,0
0.0,2.4,3.3517,0,0,0,0,0,0,0,260717801699,0
0.0,2.38,3.9525,0,0,0,0,0,0,0,260717801702,0
0.0,2.3,1.9079,0,0,0,0,0,0,0,260717801715,0
800.0,0.0,8.6023,7,1,1,1,0,1,1,260717801728,0
7.0,2.38,4.9471,0,0,0,0,0,0,0,260717801740,0
0.0,2.48,2.451,0,0,0,0,0,0,0,260717801751,0
2.0,2.32,6.6069,0,0,0,0,0,0,0,260717801752,0
2.0,2.2,3.9184,0,0,0,0,0,0,1,260717801757,0
0.0,2.14,8.1502,0,1,0,0,0,1,1,260717801759,0
2.0,2.2,3.4986,0,0,0,0,0,0,1,260717801760,0
2.0,2.48,2.6357,0,0,0,0,0,0,0,260717801762,0
2.0,2.32,4.5408,0,0,0,0,0,0,0,260717801770,0
0.0,2.02,6.0987,0,0,0,0,0,0,1,260717801772,0
2.0,2.36,4.4171,0,0,0,0,0,0,0,260717801774,0
0.0,2.24,3.8193,0,0,0,0,0,0,1,260717801777,0
2.0,2.38,5.0329,0,0,0,0,0,0,0,260717801785,0
0.0,2.36,6.2327,0,0,0,0,0,0,0,260717801787,0
0.0,2.38,3.0656,0,0,0,0,0,0,0,260717801794,0
0.0,2.36,2.8185,0,0,0,0,0,0,0,260717801799,0
2.0,2.3,4.2203,0,0,0,0,0,0,0,260717801802,0
2.0,2.26,4.8454,0,0,0,0,0,0,0,260717801804,0
0.0,2.42,4.1689,0,0,0,0,0,0,0,260717801805,0
3.0,2.36,5.1795,0,0,0,0,0,0,0,260717801813,0
2.0,2.3,3.4252,0,0,0,0,0,0,0,260717801814,0
0.0,2.34,6.7221,0,0,0,0,0,0,0,260717801826,0
2.0,2.38,5.4084,0,0,0,0,0,0,0,260717801828,0
0.0,2.32,5.2019,0,0,0,0,0,0,0,260717801830,0
0.0,2.36,7.3508,0,0,0,0,0,0,0,260717801842,0
2.0,2.3,3.806,0,0,0,0,0,0,0,260717801843,0
2.0,2.4,4.6781,0,0,0,0,0,0,0,260717801849,0
800.0,0.0,8.5808,53,1,1,1,0,1,1,260717801857,0
4.0,2.3,7.7005,0,0,0,0,0,0,0,260717801882,0
0.0,2.46,2.2999,0,0,0,0,0,0,0,260717801887,0
2.0,2.48,3.8738,0,0,0,0,0,0,0,260717801901,0
800.0,0.0,8.7283,132,1,1,1,0,1,1,260717801910,0
2.0,2.26,3.0272,0,0,0,0,0,0,0,260717801917,0
2.0,2.28,3.7807,0,0,0,0,0,0,0,260717801920,0
0.0,2.26,3.4968,0,0,0,0,0,0,0,260717801929,0
0.0,2.3,5.3575,0,0,0,0,0,0,0,260717801942,0
2.0,1.78,8.2237,0,1,0,0,0,1,1,260717801945,0
3.0,2.46,7.2231,0,0,0,0,0,0,0,260717801949,0
0.0,2.24,2.1595,0,0,0,0,0,0,1,260717801954,0
800.0,0.0,8.8054,50,1,1,1,0,1,1,260717801956,0
3.0,2.24,5.4065,0,0,0,0,0,0,1,260717801969,0
0.0,2.4,5.8762,0,0,0,0,0,0,0,260717810313,0
0.0,2.4,5.9033,0,0,0,0,0,0,0,260717810965,0
0.0,2.4,3.2542,0,0,0,0,0,0,0,260717811178,0
0.0,1.82,2.8816,0,0,0,0,0,0,1,260717811181,0
0.0,2.4,6.8862,0,0,0,0,0,0,0,260717811301,0
0.0,2.38,7.4752,0,0,0,0,0,0,0,260717811304,0
0.0,2.38,7.3573,0,0,0,0,0,0,0,260717811307,0
0.0,2.42,2.5775,0,0,0,0,0,0,0,260717811319,0
2.0,1.84,7.3177,0,0,0,0,0,0,1,260717811343,0
0.0,2.44,2.7908,0,0,0,0,0,0,0,260717811351,0
0.0,2.34,3.4292,0,0,0,0,0,0,0,260717811395,0
0.0,2.42,2.9929,0,0,0,0,0,0,0,260717811399,0
0.0,2.38,5.9374,0,0,0,0,0,0,0,260717811408,0
0.0,2.3,4.6052,0,0,0,0,0,0,0,260717811449,0
0.0,2.36,6.433,0,0,0,0,0,0,0,260717811451,0
0.0,2.02,2.0936,0,0,0,0,0,0,1,260717811459,0
2.0,2.36,5.0371,0,0,0,0,0,0,0,260717811460,0
0.0,2.36,5.0033,0,0,0,0,0,0,0,260717811501,0
0.0,2.46,3.6938,0,0,0,0,0,0,0,260717811507,0
0.0,2.46,2.5676,0,0,0,0,0,0,0,260717811513,0
0.0,2.12,3.6272,0,0,0,0,0,0,1,260717811522,0
0.0,2.42,2.9603,0,0,0,0,0,0,0,260717811525,0
0.0,2.4,5.24,0,0,0,0,0,0,0,260717811527,0
0.0,2.44,3.764,0,0,0,0,0,0,0,260717811542,0
6.0,2.26,5.0586,0,0,0,0,0,0,0,260717811547,0
3.0,2.34,3.8258,0,0,0,0,0,0,0,260717811558,0
2.0,2.42,3.5836,0,0,0,0,0,0,0,260717811559,0
2.0,2.42,7.3086,0,0,0,0,0,0,0,260717811562,0
0.0,2.38,6.0089,0,0,0,0,0,0,0,260717811574,0
0.0,2.38,5.5728,0,0,0,0,0,0,0,260717811596,0
0.0,2.36,4.7799,0,0,0,0,0,0,0,260717811606,0
2.0,2.48,4.7055,0,0,0,0,0,0,0,260717811611,0
0.0,2.48,3.1156,0,0,0,0,0,0,0,260717811622,0
2.0,2.48,3.3667,0,0,0,0,0,0,0,260717811645,0
2.0,2.34,5.7401,0,0,0,0,0,0,0,260717811646,0
2.0,2.48,2.189,0,0,0,0,0,0,0,260717811649,0
0.0,2.34,3.1683,0,0,0,0,0,0,0,260717811660,0
4.0,2.38,5.1254,0,0,0,0,0,0,0,260717811665,0
0.0,2.48,3.3036,0,0,0,0,0,0,0,260717811672,0
0.0,2.26,5.8061,0,0,0,0,0,0,0,260717811679,0
0.0,2.32,3.296,0,0,0,0,0,0,0,260717811693,0
0.0,2.34,4.2667,0,0,0,0,0,0,0,260717811708,0
2.0,2.32,5.0306,0,0,0,0,0,0,0,260717811710,0
3.0,2.36,6.0635,0,0,0,0,0,0,0,260717811711,0
0.0,2.46,4.2204,0,0,0,0,0,0,0,260717811725,0
0.0,2.4,3.9496,0,0,0,0,0,0,0,260717811729,0
4.0,2.34,5.822,0,0,0,0,0,0,0,260717811730,0
2.0,2.3,5.8845,0,0,0,0,0,0,0,260717811735,0
0.0,2.38,6.0383,0,0,0,0,0,0,0,260717811746,0
0.0,2.4,4.2543,0,0,0,0,0,0,0,260717811755,0
2.0,2.34,3.2919,0,0,0,0,0,0,0,260717811756,0
0.0,1.86,5.4598,0,0,0,0,0,0,1,260717811773,0
0.0,2.4,6.7375,0,0,0,0,0,0,0,260717811775,0
2.0,2.38,5.9024,0,0,0,0,0,0,0,260717811790,0
0.0,2.36,6.535,0,0,0,0,0,0,0,260717811792,0
0.0,2.36,5.3896,0,0,0,0,0,0,0,260717811796,0
4.0,2.26,3.9215,0,0,0,0,0,0,0,260717811812,0
0.0,2.44,3.5246,0,0,0,0,0,0,0,260717811836,0
0.0,2.38,3.0283,0,0,0,0,0,0,0,260717811839,0
0.0,2.38,5.5758,0,0,0,0,0,0,0,260717811841,0
2.0,2.46,6.8682,0,0,0,0,0,0,0,260717811844,0
0.0,2.36,2.3546,0,0,0,0,0,0,0,260717811862,0
0.0,2.36,6.1243,0,0,0,0,0,0,0,260717811884,0
0.0,2.34,3.1471,0,0,0,0,0,0,0,260717811893,0
0.0,2.36,3.9565,0,0,0,0,0,0,0,260717811896,0
0.0,2.4,4.4842,0,0,0,0,0,0,0,260717811902,0
0.0,2.36,5.6124,0,0,0,0,0,0,0,260717811909,0
